ID,Type,SKU,Name,Published,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Manage stock?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: product_group,Meta: color_name,Meta: color_hex,Meta: complete_the_look,Meta: maincat,Meta: subcat
,variation,G04V1PLS,,1,,,,,,,1,1,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-pale-lavender,,,,,,,pa_size,S,,,,,,,,
,variation,G04V1PLM,,1,,,,,,,1,1,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-pale-lavender,,,,,,,pa_size,M,,,,,,,,
,variation,G04V1PLL,,1,,,,,,,1,1,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-pale-lavender,,,,,,,pa_size,L,,,,,,,,
,variation,G04V1PLXL,,1,,,,,,,1,1,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-pale-lavender,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-women-every-body-crop-top-pink,Organic Bamboo Women's Every Body Crop Top,1,,"<span>A long sleeve loose fit crop top that fits every body beautifully. A flattering crew neck that can be worn alone or mix and match to create an elevated look. Made from eco-friendly bamboo providing the ultimate level of comfort, both at home and out.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul><br>",,,taxable,,1,4,,0,,1,,,,,,,229,259,"Women,Women T-shirts & Tops,The Outlet",outlet,,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1PNKCloseUpF.jpg?v=1743658669,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1PNKCloseUpB.jpg?v=1743658669,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1PNKFullF.jpg?v=1743658669,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1PNKFullB.jpg?v=1743658669,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Glossy_2_dc5813a4-63e8-4b87-8ed9-bbe1409bce90.jpg?v=1743658669",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-women-every-body-crop-top,Pastel Pink,#F7C8C2,organic-bamboo-high-waisted-every-body-female-loose-joggers-pink,t-shirts_&_tops,crop_tops
,variation,G04V1PNKXS,,1,,,,,,,1,1,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-pink,,,,,,,pa_size,XS,,,,,,,,
,variation,G04V1PNKS,,1,,,,,,,0,0,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-pink,,,,,,,pa_size,S,,,,,,,,
,variation,G04V1PNKM,,1,,,,,,,0,0,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-pink,,,,,,,pa_size,M,,,,,,,,
,variation,G04V1PNKL,,1,,,,,,,1,2,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-pink,,,,,,,pa_size,L,,,,,,,,
,variation,G04V1PNKXL,,1,,,,,,,1,1,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-pink,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-women-every-body-crop-top-red,Organic Bamboo Women's Every Body Crop Top,1,,"<span>A long sleeve loose fit crop top that fits every body beautifully. A flattering crew neck that can be worn alone or mix and match to create an elevated look. Made from eco-friendly bamboo providing the ultimate level of comfort, both at home and out.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul><br>",,,taxable,,1,8,,0,,1,,,,,,,229,259,"Women,Women T-shirts & Tops,The Outlet",outlet,,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1REDCloseUpF.jpg?v=1743658666,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1REDCloseUpB.jpg?v=1743658666,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1REDFullF.jpg?v=1743658667,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1REDFullB.jpg?v=1743658667,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Glossy_9_1c1b7e7a-f78d-47f5-ba99-228e2c2acdf2.jpg?v=1743658667",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-women-every-body-crop-top,Sunset Red,#D1332C,organic-bamboo-high-waisted-every-body-female-loose-joggers-red,t-shirts_&_tops,crop_tops
,variation,G04V1REDXS,,1,,,,,,,1,1,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-red,,,,,,,pa_size,XS,,,,,,,,
,variation,G04V1REDS,,1,,,,,,,1,2,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-red,,,,,,,pa_size,S,,,,,,,,
,variation,G04V1REDM,,1,,,,,,,1,1,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-red,,,,,,,pa_size,M,,,,,,,,
,variation,G04V1REDL,,1,,,,,,,1,2,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-red,,,,,,,pa_size,L,,,,,,,,
,variation,G04V1REDXL,,1,,,,,,,1,2,,,,1,,,,,,,229,259,,,,,,,organic-bamboo-women-every-body-crop-top-red,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-women-every-body-crop-top-sage-green,Organic Bamboo Women's Every Body Crop Top,1,,"<span>A long sleeve loose fit crop top that fits every body beautifully. A flattering crew neck that can be worn alone or mix and match to create an elevated look. Made from eco-friendly bamboo providing the ultimate level of comfort, both at home and out.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul><br>",,,taxable,,1,8,,0,,1,,,,,,,,229,"Women,Women T-shirts & Tops",,,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1SGCloseUpF.jpg?v=1743658664,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1SGCloseUpB.jpg?v=1743658664,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1SGFullF.jpg?v=1743658664,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1SGFullB.jpg?v=1743658665,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Glossy_7_94222420-5fa8-4ddf-b782-6b4676ecc257.jpg?v=1743658665",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-women-every-body-crop-top,Sea Sage Green,#96A480,organic-bamboo-high-waisted-every-body-female-loose-joggers-sage-green,t-shirts_&_tops,crop_tops
,variation,G04V1SGXS,,1,,,,,,,1,2,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-sage-green,,,,,,,pa_size,XS,,,,,,,,
,variation,G04V1SGS,,1,,,,,,,0,0,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-sage-green,,,,,,,pa_size,S,,,,,,,,
,variation,G04V1SGM,,1,,,,,,,1,1,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-sage-green,,,,,,,pa_size,M,,,,,,,,
,variation,G04V1SGL,,1,,,,,,,1,3,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-sage-green,,,,,,,pa_size,L,,,,,,,,
,variation,G04V1SGXL,,1,,,,,,,1,2,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-sage-green,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-women-every-body-crop-top-taupe,Organic Bamboo Women's Every Body Crop Top,1,,"<span>A long sleeve loose fit crop top that fits every body beautifully. A flattering crew neck that can be worn alone or mix and match to create an elevated look. Made from eco-friendly bamboo providing the ultimate level of comfort, both at home and out.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul><br>",,,taxable,,1,4,,0,,1,,,,,,,,229,"Women,Women T-shirts & Tops",,,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1TAUPCloseUpF.jpg?v=1743658662,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1TAUPCloseUpB.jpg?v=1743658662,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1TAUPFullB.jpg?v=1743658662,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1TAUPFullF.jpg?v=1743658662,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Glossy_11_3101a94b-93db-457d-9e3d-699441b9ffe3.jpg?v=1743658663",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-women-every-body-crop-top,Natural Taupe,#AF9483,organic-bamboo-high-waisted-every-body-female-loose-joggers-taupe,t-shirts_&_tops,crop_tops
,variation,G04V1TAUPXS,,1,,,,,,,1,1,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-taupe,,,,,,,pa_size,XS,,,,,,,,
,variation,G04V1TAUPS,,1,,,,,,,0,0,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-taupe,,,,,,,pa_size,S,,,,,,,,
,variation,G04V1TAUPM,,1,,,,,,,0,0,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-taupe,,,,,,,pa_size,M,,,,,,,,
,variation,G04V1TAUPL,,1,,,,,,,1,1,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-taupe,,,,,,,pa_size,L,,,,,,,,
,variation,G04V1TAUPXL,,1,,,,,,,1,2,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-taupe,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-women-every-body-crop-top-white,Organic Bamboo Women's Every Body Crop Top,1,,"<span>A long sleeve loose fit crop top that fits every body beautifully. A flattering crew neck that can be worn alone or mix and match to create an elevated look. Made from eco-friendly bamboo providing the ultimate level of comfort, both at home and out.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul>",,,taxable,,1,2,,0,,1,,,,,,,,229,"Women,Women T-shirts & Tops,The Outlet",outlet,,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1WHTCloseUpF.jpg?v=1743658659,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1WHTCloseUpB.jpg?v=1743658659,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1WHTFullF.jpg?v=1743658659,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G04V1WHTFullB.jpg?v=1743658659,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/whitecloud_7373215e-3c8d-439f-bef0-315e2d8b1944.jpg?v=1743658659",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-women-every-body-crop-top,White Cloud,#EDEDE6,organic-bamboo-high-waisted-every-body-female-loose-joggers-white,t-shirts_&_tops,crop_tops
,variation,G04V1WHTXS,,1,,,,,,,0,0,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-white,,,,,,,pa_size,XS,,,,,,,,
,variation,G04V1WHTS,,1,,,,,,,0,0,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-white,,,,,,,pa_size,S,,,,,,,,
,variation,G04V1WHTM,,1,,,,,,,0,0,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-white,,,,,,,pa_size,M,,,,,,,,
,variation,G04V1WHTL,,1,,,,,,,0,0,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-white,,,,,,,pa_size,L,,,,,,,,
,variation,G04V1WHTXL,,1,,,,,,,1,2,,,,1,,,,,,,,229,,,,,,,organic-bamboo-women-every-body-crop-top-white,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-high-waisted-every-body-female-loose-joggers-black,Organic Bamboo Every Body Women Tight Joggers,1,,<span><span>A super soft high waisted jogger combining both high fashion and comfort. Made with our softest eco-friendly bamboo fibers for ultimate luxurious softness and style. Combine with a crop top for an effortless elevated style. An essential in any women's wardrobe.</span></span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul>,,,taxable,,1,1,,0,,1,,,,,,,,399,"Women,Women Sweatpants & Joggers,Buy One Get One,Sweatpants,Women Bottoms","b1g1, b2g2",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1BLKCloseUpF.jpg?v=1743658657,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1BLKCloseUpB.jpg?v=1743658657,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1BLKFullF.jpg?v=1743658658,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1BLKFullB.jpg?v=1743658658,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Violetblue21_5.jpg?v=1743658658",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-high-waisted-every-body-female-loose-joggers,Jet Black,#383E4E,organic-bamboo-women-every-body-crop-top-black,sweatpants_&_joggers,joggers
,variation,G05V1BLKXS,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-black,,,,,,,pa_size,XS,,,,,,,,
,variation,G05V1BLKS,,1,,,,,,,1,1,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-black,,,,,,,pa_size,S,,,,,,,,
,variation,G05V1BLKM,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-black,,,,,,,pa_size,M,,,,,,,,
,variation,G05V1BLKL,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-black,,,,,,,pa_size,L,,,,,,,,
,variation,G05V1BLKXL,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-black,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-high-waisted-every-body-female-loose-joggers-khaki,Organic Bamboo Every Body Women Tight Joggers,1,,<span>A super soft high waisted jogger combining both high fashion and comfort. Made with our softest eco-friendly bamboo fibers for ultimate luxurious softness and style. Combine with a crop top for an effortless elevated style. An essential in any women's wardrobe.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul><br>,,,taxable,,1,10,,0,,1,,,,,,,,399,"Women,Women Sweatpants & Joggers,Buy One Get One,Sweatpants,Women Bottoms","b1g1, b2g2",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/CLOSE_F_9b013480-09fc-4d05-8b51-474f99916316.jpg?v=1743658655,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/CLOSE_B_f7ce45c4-c119-41f9-9bf2-a914cf61a172.jpg?v=1743658655,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/LONG_F_57f31127-4d44-455c-ae02-af22e8dd11cf.jpg?v=1743658655,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/LONG_B_42dbad7f-401f-4f1a-b165-609e13a63641.jpg?v=1743658655,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Violetblue21_6.jpg?v=1743658655",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-high-waisted-every-body-female-loose-joggers,Leafy Khaki,#706F48,organic-bamboo-women-every-body-crop-top-khaki,sweatpants_&_joggers,joggers
,variation,G05V1KHKXS,,1,,,,,,,1,2,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-khaki,,,,,,,pa_size,XS,,,,,,,,
,variation,G05V1KHKS,,1,,,,,,,1,4,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-khaki,,,,,,,pa_size,S,,,,,,,,
,variation,G05V1KHKM,,1,,,,,,,1,3,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-khaki,,,,,,,pa_size,M,,,,,,,,
,variation,G05V1KHKL,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-khaki,,,,,,,pa_size,L,,,,,,,,
,variation,G05V1KHKXL,,1,,,,,,,1,1,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-khaki,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-high-waisted-every-body-female-loose-joggers-navy-blue,Organic Bamboo Every Body Women Tight Joggers,1,,<span>A super soft high waisted jogger combining both high fashion and comfort. Made with our softest eco-friendly bamboo fibers for ultimate luxurious softness and style. Combine with a crop top for an effortless elevated style. An essential in any women's wardrobe.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul><br>,,,taxable,,1,6,,0,,1,,,,,,,,399,"Women,Women Sweatpants & Joggers,Buy One Get One,Sweatpants,Women Bottoms","b1g1, b2g2",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/CLOSE_F_c2dbed02-c922-4ff0-b7c0-7985341134fe.jpg?v=1743658653,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/CLOSE_B_53075646-18e4-4955-abec-a74315f0e010.jpg?v=1743658653,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/LONG_F_12813ef3-f7fe-4847-a0ac-6e52b6565a70.jpg?v=1743658653,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/LONG_B_0afc2867-96f6-47f5-9866-37702c579885.jpg?v=1743658654,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Violetblue21_1.jpg?v=1743658654",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-high-waisted-every-body-female-loose-joggers,Violet Blue,#464F75,organic-bamboo-women-every-body-crop-top-navy-blue,sweatpants_&_joggers,joggers
,variation,G05V1NBXS,,1,,,,,,,1,2,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-navy-blue,,,,,,,pa_size,XS,,,,,,,,
,variation,G05V1NBS,,1,,,,,,,1,1,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-navy-blue,,,,,,,pa_size,S,,,,,,,,
,variation,G05V1NBM,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-navy-blue,,,,,,,pa_size,M,,,,,,,,
,variation,G05V1NBL,,1,,,,,,,1,2,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-navy-blue,,,,,,,pa_size,L,,,,,,,,
,variation,G05V1NBXL,,1,,,,,,,1,1,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-navy-blue,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-blue,Organic Bamboo Every Body Women Tight Joggers,1,,<span>A super soft high waisted jogger combining both high fashion and comfort. Made with our softest eco-friendly bamboo fibers for ultimate luxurious softness and style. Combine with a crop top for an effortless elevated style. An essential in any women's wardrobe.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul><br>,,,taxable,,1,1,,0,,1,,,,,,,,399,"Women,Women Sweatpants & Joggers,Buy One Get One,The Outlet,Sweatpants,Women Bottoms","b1g1, b2g2, outlet",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1PBCloseUpF.jpg?v=1743658652,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1PBCloseUpB.jpg?v=1743658652,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1PBFullF.jpg?v=1743658652,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1PBFullB.jpg?v=1743658652,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Violetblue21_7.jpg?v=1743658652",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-high-waisted-every-body-female-loose-joggers,Ocean Pale Blue,#9CC3DC,organic-bamboo-women-every-body-crop-top-pale-blue,sweatpants_&_joggers,joggers
,variation,G05V1PBXS,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-blue,,,,,,,pa_size,XS,,,,,,,,
,variation,G05V1PBS,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-blue,,,,,,,pa_size,S,,,,,,,,
,variation,G05V1PBM,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-blue,,,,,,,pa_size,M,,,,,,,,
,variation,G05V1PBL,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-blue,,,,,,,pa_size,L,,,,,,,,
,variation,G05V1PBXL,,1,,,,,,,1,1,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-blue,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-lavender,Organic Bamboo Every Body Women Tight Joggers,1,,<span>A super soft high waisted jogger combining both high fashion and comfort. Made with our softest eco-friendly bamboo fibers for ultimate luxurious softness and style. Combine with a crop top for an effortless elevated style. An essential in any women's wardrobe.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul><br>,,,taxable,,0,0,,0,,1,,,,,,,,399,"Women,Women Sweatpants & Joggers,Buy One Get One,The Outlet,Sweatpants,Women Bottoms","b1g1, b2g2, outlet",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/CLOSE_F_dc54776c-9c92-4c21-b18d-9fa7b693e3a2.jpg?v=1743658650,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/CLOSE_B_04cac0e6-c5e9-4203-a08d-6e57ebee9802.jpg?v=1743658651,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/LONG_F_0efdc72e-bccf-4c39-8a5e-ca7d44097103.jpg?v=1743658651,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/LONG_B_0ce8be85-aac4-4a3b-8ebf-ec5e4ff7ea55.jpg?v=1743658651,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Violetblue21_8.jpg?v=1743658651",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-high-waisted-every-body-female-loose-joggers,Pastel Lavender,#B9B3D1,organic-bamboo-women-every-body-crop-top-pale-lavender,sweatpants_&_joggers,joggers
,variation,G05V1PLXS,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-lavender,,,,,,,pa_size,XS,,,,,,,,
,variation,G05V1PLS,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-lavender,,,,,,,pa_size,S,,,,,,,,
,variation,G05V1PLM,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-lavender,,,,,,,pa_size,M,,,,,,,,
,variation,G05V1PLL,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-lavender,,,,,,,pa_size,L,,,,,,,,
,variation,G05V1PLXL,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pale-lavender,,,,,,,pa_size,XL,,,,,,,,
,variable,organic-bamboo-high-waisted-every-body-female-loose-joggers-pink,Organic Bamboo Every Body Women Tight Joggers,1,,<span>A super soft high waisted jogger combining both high fashion and comfort. Made with our softest eco-friendly bamboo fibers for ultimate luxurious softness and style. Combine with a crop top for an effortless elevated style. An essential in any women's wardrobe.</span><ul><li>100% sustainable</li><li>95% organic cotton + 5% recycled elastane</li><li>GRS &amp; OEKO-TEX certified</li><li>Low-impact dye</li><li>Ultra-soft</li><li>Biodegradable</li><li>Non-toxic</li><li>BioBag packaging</li><li>Made in UAE</li></ul><br>,,,taxable,,1,1,,0,,1,,,,,,,,399,"Women,Women Sweatpants & Joggers,Buy One Get One,The Outlet,Sweatpants,Women Bottoms","b1g1, b2g2, outlet",,"https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1PNKCloseUpF.jpg?v=1743658649,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1PNKCloseUpB.jpg?v=1743658649,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1PNKFullF.jpg?v=1743658649,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/G05V1PNKFullB.jpg?v=1743658649,https://cdn.shopify.com/s/files/1/0469/1152/0920/products/Violetblue21_4.jpg?v=1743658649",,,,,,,,,,pa_size,XS|S|M|L|XL,1,1,organic-bamboo-high-waisted-every-body-female-loose-joggers,Pastel Pink,#F7C8C2,organic-bamboo-women-every-body-crop-top-pink,sweatpants_&_joggers,joggers
,variation,G05V1PNKXS,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pink,,,,,,,pa_size,XS,,,,,,,,
,variation,G05V1PNKS,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pink,,,,,,,pa_size,S,,,,,,,,
,variation,G05V1PNKM,,1,,,,,,,0,0,,,,1,,,,,,,,399,,,,,,,organic-bamboo-high-waisted-every-body-female-loose-joggers-pink,,,,,,,pa_size,M,,,,,,,,
